contexto,lacuna,gabarito,classificacao,correcao
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",e,chegavam,conjunção aditiva,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,e,era,verbo,aceitavel
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,acontece,comprou,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,-,começaram,-,incorreta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,-,fabricá,-,incorreta
São Paulo [LACUNA] muito,e,cresceu,conjunção aditiva,incorreta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,dizem,-,incorreta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,é,-,incorreta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,cresceu,-,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,era,-,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",-,causou,-,incorreta
"Mesmo assim, eu [LACUNA] dela",-,gosto,-,incorreta
Aqui [LACUNA] minhas lembranças,-,estão,-,incorreta
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,muito,trabalhava,advérbio de intensidade,incorreta
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",trabalhava,ganhava,verbo,classe_correta
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",o,juntou,artigo,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",-,mudamos,-,incorreta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,ir,viajar,verbo,aceitavel
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,soltava,soltava,verbo,exata
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata
Nós [LACUNA] na rua de tardezinha,brincavamos,brincávamos,verbo,aceitavel
O acendedor de lampiões [LACUNA] quando escurecia,aparecia,passava,verbo,aceitavel
O acendedor de lampiões passava quando [LACUNA],noite,escurecia,nome substantivo,incorreta
Muita coisa [LACUNA] quando a eletricidade chegou,acontecia,mudou,verbo,aceitavel
Muita coisa mudou quando a eletricidade [LACUNA],acabava,chegou,verbo,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,substuiram,substituíram,verbo,aceitavel
O rádio [LACUNA] e a família toda ouvia notícias e novelas,acabou,chegou,verbo,classe_correta
O rádio chegou e a família toda [LACUNA] notícias e novelas,assistia,ouvia,verbo,classe_correta
A inauguração dos bondes elétricos [LACUNA] uma emoção,era,foi,verbo,aceitavel
Todo mundo [LACUNA],ia,viu,verbo,classe_correta
Os primeiros automóveis [LACUNA] uma sensação,eram,foram,verbo,aceitavel
Os ônibus também [LACUNA],eram,chegaram,verbo,classe_correta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,sumiram,desapareceram,verbo,aceitavel
A cidade [LACUNA] e a nossa vida também,mudou,mudou,verbo,exata
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",aconteciam,chegavam,verbo,aceitavel
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,era,era,verbo,exata
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,tinha,comprou,verbo,aceitavel
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,trabalhace,começaram,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,locuras,fabricá,nome substantivo,incorreta
São Paulo [LACUNA] muito,modou,cresceu,verbo,classe_correta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",perceberam,dizem,verbo,classe_correta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",São Paulo,é,nome substantivo,incorreta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",creceu,cresceu,verbo,aceitavel
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",virou,era,verbo,classe_correta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",causou,causou,verbo,exata
"Mesmo assim, eu [LACUNA] dela",gostava,gosto,verbo,aceitavel
Aqui [LACUNA] minhas lembranças,perteciam,estão,verbo,classe_correta
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,trabalhava,trabalhava,verbo,exata
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",recebia,ganhava,verbo,aceitavel
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",-,juntou,-,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",trabalhava,mudamos,verbo,classe_correta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,era,viajar,verbo,classe_correta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,balansavam,soltava,verbo,classe_correta
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata
Nós [LACUNA] na rua de tardezinha,brincavamos,brincávamos,verbo,aceitavel
O acendedor de lampiões [LACUNA] quando escurecia,passava,passava,verbo,exata
O acendedor de lampiões passava quando [LACUNA],entardecia,escurecia,verbo,aceitavel
Muita coisa [LACUNA] quando a eletricidade chegou,acontecia,mudou,verbo,aceitavel
Muita coisa mudou quando a eletricidade [LACUNA],faltava,chegou,verbo,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,-,chegou,-,incorreta
O rádio chegou e a família toda [LACUNA] notícias e novelas,-,ouvia,-,incorreta
A inauguração dos bondes elétricos [LACUNA] uma emoção,era,foi,verbo,aceitavel
Todo mundo [LACUNA],queria,viu,verbo,classe_correta
Os primeiros automóveis [LACUNA] uma sensação,-,foram,-,incorreta
Os ônibus também [LACUNA],-,chegaram,-,incorreta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,-,desapareceram,-,incorreta
A cidade [LACUNA] e a nossa vida também,-,mudou,-,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",-,chegavam,-,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,era,era,verbo,exata
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,usava,comprou,verbo,aceitavel
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,-,começaram,-,incorreta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,-,fabricá,-,incorreta
São Paulo [LACUNA] muito,-,cresceu,-,incorreta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,dizem,-,incorreta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,é,-,incorreta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,cresceu,-,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",dava,era,verbo,aceitavel
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",tinha,causou,verbo,aceitavel
"Mesmo assim, eu [LACUNA] dela",-,gosto,-,incorreta
Aqui [LACUNA] minhas lembranças,tenho,estão,verbo,aceitavel
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,caro,trabalhava,adjetivo,incorreta
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",tinha,ganhava,verbo,classe_correta
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",o,juntou,artigo,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",café,mudamos,nome substantivo,incorreta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,e,viajar,conjunção aditiva,incorreta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,saia,soltava,verbo,aceitavel
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",tinha,era,verbo,classe_correta
Nós [LACUNA] na rua de tardezinha,e,brincávamos,conjunção aditiva,incorreta
O acendedor de lampiões [LACUNA] quando escurecia,que,passava,pronome relativo,incorreta
O acendedor de lampiões passava quando [LACUNA],era,escurecia,verbo,classe_correta
Muita coisa [LACUNA] quando a eletricidade chegou,era,mudou,verbo,classe_correta
Muita coisa mudou quando a eletricidade [LACUNA],e,chegou,conjunção aditiva,incorreta
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,no,chegou,contração,incorreta
O rádio chegou e a família toda [LACUNA] notícias e novelas,ouvia,ouvia,verbo,exata
A inauguração dos bondes elétricos [LACUNA] uma emoção,era,foi,verbo,aceitavel
Todo mundo [LACUNA],e,viu,conjunção aditiva,incorreta
Os primeiros automóveis [LACUNA] uma sensação,era,foram,verbo,aceitavel
Os ônibus também [LACUNA],quando,chegaram,advérbio de lugar,incorreta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,foi,desapareceram,verbo,classe_correta
A cidade [LACUNA] e a nossa vida também,pequeno,mudou,adjetivo,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",e,chegavam,conjunção aditiva,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,e,era,verbo,aceitavel
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,tem,comprou,verbo,aceitavel
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,trabalha,começaram,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,luto,fabricá,nome substantivo,incorreta
São Paulo [LACUNA] muito,tem,cresceu,verbo,classe_correta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",vende,dizem,verbo,classe_correta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",vive,é,verbo,classe_correta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",no,cresceu,contração,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",o,era,artigo,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",era,causou,verbo,classe_correta
"Mesmo assim, eu [LACUNA] dela",também,gosto,advérbio de inclusão,incorreta
Aqui [LACUNA] minhas lembranças,nas,estão,contração,incorreta
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,trabalhava,trabalhava,verbo,exata
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",trabalhava,ganhava,verbo,classe_correta
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",timnha,juntou,verbo,classe_correta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",economisa,mudamos,verbo,classe_correta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,dele,viajar,contração,incorreta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,levava,soltava,verbo,classe_correta
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",de,era,preposição,incorreta
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",espasoso,era,adjetivo,incorreta
Nós [LACUNA] na rua de tardezinha,sosinhos,brincávamos,adjetivo,incorreta
O acendedor de lampiões [LACUNA] quando escurecia,trabalhava,passava,verbo,classe_correta
O acendedor de lampiões passava quando [LACUNA],sabado,escurecia,nome substantivo,incorreta
Muita coisa [LACUNA] quando a eletricidade chegou,na,mudou,contração,incorreta
Muita coisa mudou quando a eletricidade [LACUNA],acabava,chegou,verbo,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,apacavam,substituíram,verbo,classe_correta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,pequeno,chegou,adjetivo,incorreta
O rádio chegou e a família toda [LACUNA] notícias e novelas,reumida,ouvia,adjetivo,incorreta
A inauguração dos bondes elétricos [LACUNA] uma emoção,era,foi,verbo,aceitavel
Todo mundo [LACUNA],feliz,viu,adjetivo,incorreta
Os primeiros automóveis [LACUNA] uma sensação,feliz,foram,adjetivo,incorreta
Os ônibus também [LACUNA],feliz,chegaram,adjetivo,incorreta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,morreu,desapareceram,verbo,aceitavel
A cidade [LACUNA] e a nossa vida também,pequena,mudou,adjetivo,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",não,chegavam,advérbio de negação,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,morre,era,verbo,classe_correta
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,lasca,comprou,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,trabalha,começaram,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,familia,fabricá,nome substantivo,incorreta
São Paulo [LACUNA] muito,pobre,cresceu,adjetivo,incorreta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",pobre,dizem,adjetivo,incorreta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",morre,é,verbo,classe_correta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",São,cresceu,verbo,classe_correta
