contexto,lacuna,gabarito,classificacao,correcao,pontuacao_nlpcloze,correcao_nlpcloze
A inauguração dos bondes elétricos [LACUNA] uma emoção,foram,foi,verbo,aceitavel,1.0,aceitavel
Todo mundo [LACUNA],viu,viu,verbo,exata,1.0,exata
Os primeiros automóveis [LACUNA] uma sensação,a,foram,artigo,incorreta,0.0,incorreta
Os ônibus também [LACUNA],fumcionam,chegaram,verbo,classe_correta,0.5,classe_correta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,estão,desapareceram,verbo,classe_correta,0.5,classe_correta
A cidade [LACUNA] e a nossa vida também,carmopolis,mudou,nome substantivo,incorreta,0.0,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",maravilhosas,chegavam,adjetivo,incorreta,0.0,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,esta,era,verbo,aceitavel,0.0,incorreta
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,sofre,comprou,verbo,classe_correta,0.5,classe_correta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,eu,começaram,pronome pessoal,incorreta,0.0,incorreta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,ela,fabricá,pronome pessoal,incorreta,0.0,incorreta
São Paulo [LACUNA] muito,odiei,cresceu,verbo,classe_correta,0.5,classe_correta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",atrasam,dizem,verbo,classe_correta,0.5,classe_correta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",são,é,verbo,aceitavel,1.0,aceitavel
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",é,cresceu,verbo,classe_correta,0.5,classe_correta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",é,era,verbo,aceitavel,0.5,classe_correta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",tem,causou,verbo,aceitavel,0.5,classe_correta
"Mesmo assim, eu [LACUNA] dela",gosto,gosto,verbo,exata,1.0,exata
Aqui [LACUNA] minhas lembranças,são,estão,verbo,aceitavel,1.0,aceitavel
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,muito,trabalhava,advérbio de intensidade,incorreta,0.0,incorreta
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",e,ganhava,conjunção,incorreta,0.0,incorreta
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",o,juntou,artigo,incorreta,0.0,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",-,mudamos,-,incorreta,0.0,branco
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,-,viajar,-,incorreta,0.0,branco
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,souta,soltava,verbo,aceitavel,0.0,incorreta
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",e,era,verbo,aceitavel,0.0,incorreta
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",e,era,verbo,aceitavel,0.0,incorreta
Nós [LACUNA] na rua de tardezinha,sentamos,brincávamos,verbo,classe_correta,0.5,classe_correta
O acendedor de lampiões [LACUNA] quando escurecia,acende,passava,verbo,classe_correta,0.5,classe_correta
O acendedor de lampiões passava quando [LACUNA],chegamos,escurecia,verbo,classe_correta,0.5,classe_correta
Muita coisa [LACUNA] quando a eletricidade chegou,acontece,mudou,verbo,aceitavel,0.5,classe_correta
Muita coisa mudou quando a eletricidade [LACUNA],acaba,chegou,verbo,classe_correta,0.5,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta,0.0,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,passa,chegou,verbo,classe_correta,0.5,classe_correta
O rádio chegou e a família toda [LACUNA] notícias e novelas,as,ouvia,artigo,incorreta,0.0,incorreta
A inauguração dos bondes elétricos [LACUNA] uma emoção,teve,foi,verbo,classe_correta,1.0,aceitavel
Todo mundo [LACUNA],adimerou,viu,verbo,classe_correta,0.5,classe_correta
Os primeiros automóveis [LACUNA] uma sensação,e,foram,verbo,aceitavel,0.0,incorreta
Os ônibus também [LACUNA],adimiramos,chegaram,verbo,classe_correta,0.0,incorreta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,vão,desapareceram,verbo,classe_correta,0.5,classe_correta
A cidade [LACUNA] e a nossa vida também,onde,mudou,advérbio de lugar,incorreta,0.0,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",e,chegavam,conjunção aditiva,incorreta,0.0,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,e,era,verbo,aceitavel,0.0,incorreta
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,acontece,comprou,verbo,classe_correta,0.5,classe_correta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,-,começaram,-,incorreta,0.0,branco
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,-,fabricá,-,incorreta,0.0,branco
São Paulo [LACUNA] muito,e,cresceu,conjunção aditiva,incorreta,0.0,incorreta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,dizem,-,incorreta,0.0,branco
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,é,-,incorreta,0.0,branco
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,cresceu,-,incorreta,0.0,branco
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,era,-,incorreta,0.0,branco
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",-,causou,-,incorreta,0.0,branco
"Mesmo assim, eu [LACUNA] dela",-,gosto,-,incorreta,0.0,branco
Aqui [LACUNA] minhas lembranças,-,estão,-,incorreta,0.0,branco
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,muito,trabalhava,advérbio de intensidade,incorreta,0.0,incorreta
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",trabalhava,ganhava,verbo,classe_correta,1.0,aceitavel
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",o,juntou,artigo,incorreta,0.0,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",-,mudamos,-,incorreta,0.0,branco
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,ir,viajar,verbo,aceitavel,1.0,aceitavel
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,soltava,soltava,verbo,exata,1.0,exata
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata,1.0,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata,1.0,exata
Nós [LACUNA] na rua de tardezinha,brincavamos,brincávamos,verbo,aceitavel,1.0,grafia_incorreta
O acendedor de lampiões [LACUNA] quando escurecia,aparecia,passava,verbo,aceitavel,0.5,classe_correta
O acendedor de lampiões passava quando [LACUNA],noite,escurecia,nome substantivo,incorreta,0.0,incorreta
Muita coisa [LACUNA] quando a eletricidade chegou,acontecia,mudou,verbo,aceitavel,0.5,classe_correta
Muita coisa mudou quando a eletricidade [LACUNA],acabava,chegou,verbo,classe_correta,0.5,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,substuiram,substituíram,verbo,aceitavel,1.0,grafia_incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,acabou,chegou,verbo,classe_correta,0.5,classe_correta
O rádio chegou e a família toda [LACUNA] notícias e novelas,assistia,ouvia,verbo,classe_correta,1.0,aceitavel
A inauguração dos bondes elétricos [LACUNA] uma emoção,era,foi,verbo,aceitavel,1.0,aceitavel
Todo mundo [LACUNA],ia,viu,verbo,classe_correta,0.5,classe_correta
Os primeiros automóveis [LACUNA] uma sensação,eram,foram,verbo,aceitavel,1.0,aceitavel
Os ônibus também [LACUNA],eram,chegaram,verbo,classe_correta,0.5,classe_correta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,sumiram,desapareceram,verbo,aceitavel,1.0,aceitavel
A cidade [LACUNA] e a nossa vida também,mudou,mudou,verbo,exata,1.0,exata
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",aconteciam,chegavam,verbo,aceitavel,1.0,aceitavel
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,era,era,verbo,exata,1.0,exata
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,tinha,comprou,verbo,aceitavel,0.5,classe_correta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,trabalhace,começaram,verbo,classe_correta,0.5,classe_correta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,locuras,fabricá,nome substantivo,incorreta,0.5,classe_correta
São Paulo [LACUNA] muito,modou,cresceu,verbo,classe_correta,0.5,classe_correta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",perceberam,dizem,verbo,classe_correta,0.5,classe_correta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",São Paulo,é,nome substantivo,incorreta,0.0,incorreta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",creceu,cresceu,verbo,aceitavel,1.0,grafia_incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",virou,era,verbo,classe_correta,0.5,classe_correta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",causou,causou,verbo,exata,1.0,exata
"Mesmo assim, eu [LACUNA] dela",gostava,gosto,verbo,aceitavel,1.0,aceitavel
Aqui [LACUNA] minhas lembranças,perteciam,estão,verbo,classe_correta,0.0,incorreta
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,trabalhava,trabalhava,verbo,exata,1.0,exata
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",recebia,ganhava,verbo,aceitavel,1.0,aceitavel
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",-,juntou,-,incorreta,0.0,branco
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",trabalhava,mudamos,verbo,classe_correta,0.5,classe_correta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,era,viajar,verbo,classe_correta,0.5,classe_correta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,balansavam,soltava,verbo,classe_correta,0.5,classe_correta
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata,1.0,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata,1.0,exata
Nós [LACUNA] na rua de tardezinha,brincavamos,brincávamos,verbo,aceitavel,1.0,grafia_incorreta
O acendedor de lampiões [LACUNA] quando escurecia,passava,passava,verbo,exata,1.0,exata
O acendedor de lampiões passava quando [LACUNA],entardecia,escurecia,verbo,aceitavel,0.0,incorreta
Muita coisa [LACUNA] quando a eletricidade chegou,acontecia,mudou,verbo,aceitavel,0.5,classe_correta
Muita coisa mudou quando a eletricidade [LACUNA],faltava,chegou,verbo,classe_correta,0.5,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta,0.0,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,-,chegou,-,incorreta,0.0,branco
O rádio chegou e a família toda [LACUNA] notícias e novelas,-,ouvia,-,incorreta,0.0,branco
A inauguração dos bondes elétricos [LACUNA] uma emoção,era,foi,verbo,aceitavel,1.0,aceitavel
Todo mundo [LACUNA],queria,viu,verbo,classe_correta,0.5,classe_correta
Os primeiros automóveis [LACUNA] uma sensação,-,foram,-,incorreta,0.0,branco
Os ônibus também [LACUNA],-,chegaram,-,incorreta,0.0,branco
Os cavalos e burros [LACUNA] aos poucos do meio urbano,-,desapareceram,-,incorreta,0.0,branco
A cidade [LACUNA] e a nossa vida também,-,mudou,-,incorreta,0.0,branco
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",-,chegavam,-,incorreta,0.0,branco
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,era,era,verbo,exata,1.0,exata
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,usava,comprou,verbo,aceitavel,0.5,classe_correta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,-,começaram,-,incorreta,0.0,branco
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,-,fabricá,-,incorreta,0.0,branco
São Paulo [LACUNA] muito,-,cresceu,-,incorreta,0.0,branco
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,dizem,-,incorreta,0.0,branco
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,é,-,incorreta,0.0,branco
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,cresceu,-,incorreta,0.0,branco
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",dava,era,verbo,aceitavel,1.0,aceitavel
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",tinha,causou,verbo,aceitavel,0.5,classe_correta
"Mesmo assim, eu [LACUNA] dela",-,gosto,-,incorreta,0.0,branco
Aqui [LACUNA] minhas lembranças,tenho,estão,verbo,aceitavel,0.5,classe_correta
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,caro,trabalhava,adjetivo,incorreta,0.0,incorreta
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",tinha,ganhava,verbo,classe_correta,1.0,aceitavel
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",o,juntou,artigo,incorreta,0.0,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",café,mudamos,nome substantivo,incorreta,0.0,incorreta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,e,viajar,conjunção aditiva,incorreta,0.0,incorreta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,saia,soltava,verbo,aceitavel,0.5,classe_correta
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata,1.0,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",tinha,era,verbo,classe_correta,1.0,aceitavel
Nós [LACUNA] na rua de tardezinha,e,brincávamos,conjunção aditiva,incorreta,0.0,incorreta
O acendedor de lampiões [LACUNA] quando escurecia,que,passava,pronome relativo,incorreta,0.0,incorreta
O acendedor de lampiões passava quando [LACUNA],era,escurecia,verbo,classe_correta,0.5,classe_correta
Muita coisa [LACUNA] quando a eletricidade chegou,era,mudou,verbo,classe_correta,0.5,classe_correta
Muita coisa mudou quando a eletricidade [LACUNA],e,chegou,conjunção aditiva,incorreta,0.0,incorreta
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta,0.0,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,no,chegou,contração,incorreta,0.0,incorreta
O rádio chegou e a família toda [LACUNA] notícias e novelas,ouvia,ouvia,verbo,exata,1.0,exata
